codigo,descricao,qtde,preco,custo,ult_aquisicao,markup
006032,1357 MOCHILA DIVERSOS,3,131.9,29.04,/  /,354.2
005930,1678 SACOLA DE VIAGEM DIVERSOS,1,57.94,28.97,/  /,100.0
005946,2231 MOCHILA DIVERSOS,1,77.48,38.74,/  /,100.0
001165,BABUCHE BOA ONDA 1716 JOHN 100-05,6,119.9,56.04,11/05/26,113.95
009937,BABUCHE BOAONDA 1716 JOHN 011 CLASSIC,3,119.9,56.04,11/05/26,113.95
007897,BABUCHE BOAONDA 1944.208 BRAVE 0993 BLUE/PITANGA,1,149.9,68.38,11/04/25,119.22
008439,BABUCHE BOAONDA 1944.208 BRAVE 001 BRAVE,8,149.9,70.07,26/05/26,113.93
008438,BABUCHE BOAONDA 1944.208 BRAVE 006 BRAVE,10,149.9,70.07,26/05/26,113.93
009730,BABUCHE BOAONDA 2402-110 EASY 002 CLASSIC BLUE,1,59.99,27.99,04/12/25,114.33
009731,BABUCHE BOAONDA 2402-110 EASY 004 GOIABA EASY,5,59.99,27.99,04/12/25,114.33
009732,BABUCHE BOAONDA 2402-110 EASY 005 ROSE NUDE,4,59.99,27.99,04/12/25,114.33
009728,BABUCHE BOAONDA 2402-211 EASY 001 LILAS/ROSE,2,79.99,37.34,04/12/25,114.22
009738,BABUCHE BOAONDA 2402-212 EASY 002 ROSE NUDE/SKY,2,89.9,42.01,04/12/25,114.0
009740,BABUCHE BOAONDA 2402-213 EASY M 002,5,89.9,42.01,04/12/25,114.0
009739,BABUCHE BOAONDA 2402-213 EASY M 001 BRANCO/PRETO,1,89.9,42.01,04/12/25,114.0
009071,BABUCHE BOAONDA 2402 CLASSIC 110/004 GOIABA,1,69.9,27.44,01/12/25,154.74
009736,BABUCHE BOAONDA 2439-110 STAR M 002 CALISSIC,3,129.9,60.72,09/06/25,113.93
007862,BABUCHE BOAONDA 3539.1317 TR 4133 ACAI,2,89.9,28.62,/  /,214.12
007874,BABUCHE BOAONDA 4178.1317 2431 ROSE,5,89.9,30.82,/  /,191.69
002360,BABUCHE CLEAR LED WBOYS WORD BABUCHE,1,89.99,39.9,/  /,125.54
009938,BABUCHE EVA BOAONDA 2422.101 001 PRETO/PRETO,1,134.9,51.37,04/08/25,162.6
009939,BABUCHE EVA BOAONDA 2422.211 001 PRETO/CREPE,1,134.9,62.13,11/05/26,117.13
010395,BABUCHE EVA BOAONDA 2422.211 002 SELVA/CREPE,25,134.9,60.72,26/05/26,122.17
010626,BABUCHE EVA YVATE 1816 FAIXA F FAI BEGE,16,69.9,29.5,29/05/26,136.95
010627,BABUCHE EVA YVATE 1816 FAIXA M FAI PRETO,24,69.9,29.5,29/05/26,136.95
008894,BABUCHE KEMO 10/02 BABY MENINO 10/02K/BAB PRETO,4,59.99,27.88,15/07/25,115.17
010401,BABUCHE LED MOLEKINHA 2591.113 PRETO LED,3,134.9,61.02,04/02/26,121.08
010402,BABUCHE LED MOLEKINHA 2591.113 ROSA EVA,5,134.9,61.02,04/02/26,121.08
010456,BABUCHE LED MOLEKINHO 2874.407 105739,76,134.9,58.59,22/06/26,130.24
010457,BABUCHE LED MOLEKINHO 2874.407 102997,77,134.9,58.59,22/06/26,130.24
010248,BABUCHE MOLECA 5832.100 PVC BAB BRANCO OFF,16,89.9,43.54,14/11/25,106.48
010249,BABUCHE MOLECA 5832.100 PVC BAB PRETO 01,22,89.9,38.84,16/04/26,131.46
010250,BABUCHE MOLECA 5832.100 PVC BAB CHOCOLATE,11,89.9,43.54,14/11/25,106.48
010405,BABUCHE MOLEKINHA 22591.408 ARCO CREME/MULTICOLOR/,94,129.9,54.16,22/06/26,139.84
009942,BABUCHE MOLEKINHA 2591.100 INJET 78276 PINK 1126,2,79.9,38.9,17/11/25,105.4
009943,BABUCHE MOLEKINHA 2591.103 INJT 15745 PRETO 01,112,99.9,40.77,22/06/26,145.03
009944,BABUCHE MOLEKINHA 2591.103 INJT 78276 ROSA 942,9,99.9,43.54,27/03/26,129.44
010251,BABUCHE MOLEKINHA 2591.103 INJT BAB CREME 985,120,99.9,45.04,22/06/26,121.8
010677,BABUCHE MOLEKINHA 2591.116 EVA 2591.116 PRETO,23,124.9,49.7,11/06/26,151.31
010483,BABUCHE MOLEKINHA 2591.200 84095,1,79.99,34.33,27/03/26,133.0
010403,BABUCHE MOLEKINHA 2591.207 EVA PRETO/PRATA/PRETO,12,129.9,59.85,11/06/26,117.04
010404,BABUCHE MOLEKINHA 2591.207 EVA ROSA/PRATA/ROSA,3,129.9,56.62,04/02/26,129.42
010676,BABUCHE MOLEKINHA 2591.316 EVA 84109,10,124.9,59.85,11/06/26,108.69
010679,BABUCHE MOLEKINHA 2749.101 EVA 78276 ROSA A1,10,94.9,45.04,11/06/26,110.7
010680,BABUCHE MOLEKINHA 2749.101 EVA 83517 CREME A2,12,94.9,45.04,11/06/26,110.7
010678,BABUCHE MOLEKINHA 2749.300 88795,10,94.99,45.04,11/06/26,110.9
010577,BABUCHE MOLEKINHA BABY 2749.200 83821 ROSA/PRATA,11,69.99,34.33,09/05/26,103.87
010578,BABUCHE MOLEKINHA BABY 2749.200 34224 PRETO/PRATA,2,69.99,34.33,09/05/26,103.87
010503,BABUCHE MOLEKINHO 2653.100 EVA 17745 PRETO EB,16,69.99,34.33,16/04/26,103.87
010502,BABUCHE MOLEKINHO 2653.101 64823,6,89.99,43.54,16/04/26,106.68
010501,BABUCHE MOLEKINHO 2653.103 EVA 15745 PRETO B,8,89.9,43.54,16/04/26,106.48
010264,BABUCHE MOLEKINHO 2874.100 INJET AREIA 1137,28,79.9,39.67,11/05/26,101.41
009945,BABUCHE MOLEKINHO 2874.100 INJET 158745 PRETO 01,12,79.9,34.05,14/01/26,134.65
010263,BABUCHE MOLEKINHO 2874.202 MARINHO LARANJA,109,99.9,42.61,22/06/26,134.45
010262,BABUCHE MOLEKINHO 2874.202 PRETO AMARELO,125,89.9,44.47,22/06/26,102.16
010368,BABUCHE MOLEKINHO 2874.204 102997PRETO/AMARE,23,109.9,54.28,18/06/26,102.47
010369,BABUCHE MOLEKINHO 2874.204 105739,13,109.9,52.69,14/01/26,108.58
010689,BABUCHE MOLEKINHO 2874.208 EVA 110341,10,109.9,54.28,18/06/26,102.47
006454,BABUCHE MUNDO BITA 22967 SPACE AT017 ROSA/ROXO,1,49.9,25.37,/  /,96.69
009982,BABUCHE NUVEM KIDS PRETO,1,69.9,24.64,29/08/25,183.69
009981,BABUCHE NUVEM KIDS PINK,1,69.9,24.64,29/08/25,183.69
009979,BABUCHE NUVEM KIDS AZUL NUVEM,1,69.9,24.64,29/08/25,183.69
010624,BABUCHE PLATAFORMA YVATE 2502 IVA BEGE,17,89.9,37.9,29/05/26,137.2
010625,BABUCHE PLATAFORMA YVATE 2502 IVA PRETO,15,89.9,37.9,29/05/26,137.2
005935,BABUCHE RIDER 12324 FIT INF DIVERSOS,2,59.99,31.91,/  /,88.0
004885,BABUCHE WORLDCOLORS 125.070 125.070,1,89.9,42.39,/  /,112.08
006187,BABUCHE WORLDCOLORS 125.072 3202 PINK/GLITER,1,97.9,41.87,08/07/25,133.82
007765,BABUCHE WORLDCOLORS 125.073 3756.PINK/VERDE,2,97.9,41.87,/  /,133.82
007758,BABUCHE WORLDCOLORS 126.061 1792/PRETO/ROYAL/,2,86.99,38.97,/  /,123.22
007732,BABUCHE WORLDCOLORS 126.062 423,4,78.9,35.14,/  /,124.53
007730,BABUCHE WORLDCOLORS 126.062 1792 PRETO/ROYAL,1,78.9,35.14,18/07/25,124.53
007779,BABUCHE WORLDCOLORS 126.063 1526-MARINHO/VERM,1,78.9,35.31,/  /,123.45
007744,BABUCHE WORLDCOLORS 126.066 1526,3,86.9,37.4,18/07/25,132.35
006199,BABUCHE WORLDCOLORS 3433-PRETO/VERDE,1,97.9,41.87,/  /,133.82
007755,BABUCHE WORLDCOLORS 127.064 3510,1,97.9,41.87,/  /,133.82
007741,BABUCHE WORLDCOLORS 300.001 MARINHO/VERDE,2,115.9,53.87,/  /,115.15
009457,BABUCHE YVATE  BABY LISO PRETO BABY,1,62.9,29.9,/  /,110.37
009455,BABUCHE YVATE BABY LISO ROSA ESCURO BABY,1,62.9,29.9,/  /,110.37
009134,BABUCHE YVATE CROCS AZUL MARINHO,4,89.9,32.0,01/12/25,180.94
009378,BABUCHE YVATE CROCS KIDS YVATE KIDS ROSA,1,69.9,32.9,01/12/25,112.46
009445,BABUCHE YVATE KIDS LISO PRETO LISO YVATE,2,69.9,32.9,/  /,112.46
009446,BABUCHE YVATE KIDS LISO ROSA ESCURO KIDS,1,69.9,32.9,/  /,112.46
009908,BABUCHE YVATE TRADICIONAL LISO BEGE YVATE,2,79.9,36.9,01/12/25,116.53
010360,BABUCHE ZAXY 19430 JOY BY259 OFF WHITE,4,89.9,39.38,05/05/26,128.29
010359,BABUCHE ZAXY 19430 JOY BY258 PRETO,4,89.9,39.38,05/05/26,128.29
010361,BABUCHE ZAXY 19430 JOY BY260 MARROM,4,89.9,41.1,29/12/25,118.73
009434,BALDE GELELE BALDE COLOR SLIME MESCLA BALD GELE,6,29.9,13.24,20/02/25,125.83
009697,BALDE PIPOCA HAVAIANAS DINOSSAURO,11,20.0,6.64,02/06/25,201.2
010490,BALDE PIPOCA PUKET DINO/TUBA DINO/TUBA,4,25.0,7.29,01/04/26,242.94
009696,BALDE PIPOCA PUKET UNICORNIO UNICORNIO,14,20.0,6.64,02/06/25,201.2
010489,BALDE PIPOCA PUKET VACA VACA,6,25.0,7.29,01/04/26,242.94
009326,BOLA QUEBRA-CABEÇA GELELE SONIC BOLA SONIC,11,29.9,12.17,29/11/24,145.69
005916,BOLSA DE PRAIA CLIO STYLE MF3545 DIVERSOS,21,44.9,13.04,/  /,244.33
005913,BOLSA DE PRAIA TOTE BAG MF3495 ROXO 3495,5,44.9,4.13,/  /,987.17
005914,BOLSA DE PRAIA TOTE BAG MF3495 LARANJA 3495,3,44.9,4.13,/  /,987.17
010314,BOLSA MOLECA 50007.1 GORGURÃO BOLSA CHOCOLATE,3,109.9,47.95,10/02/26,129.2
009145,BOLSA MOLECA 50007.1 GORGURÃO 95373 CAMEL 1165,7,109.9,47.95,10/02/26,129.2
008915,BOLSA MOLECA 50007.1 GORGURÃO 52531 NUDE/ GOR/,2,109.9,41.39,08/10/24,165.52
009065,BOLSA MOLECA 50007.1 GORGURÃO 15787- PRETO 01/,4,109.9,45.18,10/02/26,143.25
009147,BOLSA MOLECA 50048.3 NEO 99533B/MC,3,129.9,56.04,08/04/26,131.8
009149,BOLSA MOLECA 50048.3 NEO 98768B/MC,3,129.9,59.2,08/04/26,119.43
009150,BOLSA MOLECA 50048.3 NEO 98407B/MC,5,129.9,56.04,11/05/26,131.8
004154,BOLSA MOLEKINHA 20019.2 LUREX PRETO,1,109.9,48.61,29/01/26,126.09
010142,BOLSA MOLEKINHA 20070.1 CORDAO PINK,1,99.9,46.11,01/10/25,116.66
008923,BOLSA PRAIA TOTE BAG CLIO STYLE MF23072 LILAS,1,44.9,19.9,/  /,125.63
008922,BOLSA PRAIA TOTE BAG CLIO STYLE MF23072 VERMELHO,4,44.9,19.9,/  /,125.63
004797,BOLSA PRAIA TOTE BAG MF 3019 319 BABY ROSA,3,49.9,5.43,/  /,818.97
005920,BOLSA PRAIA TOTE BAG MF3492 VERDE AGUA 3492,4,44.9,4.13,/  /,987.17
005912,BOLSA  PRAIA TOTE BAG MF3545 ROSA CLARO 3545,20,44.9,13.04,/  /,244.33
005917,BOLSA PRAIA TOTE BAG  MF9178 ROSA LISTRAS 9178,1,44.9,4.13,/  /,987.17
009919,BOLSAS MOLECA 50063.1 PVC CHOCOLATE DOURADO,1,139.9,61.83,23/07/25,126.27
009920,BOLSAS MOLECA 50063.1 PVC PRETO DOURADO,3,139.9,61.83,23/07/25,126.27
007492,BOLSA TRANSVERSAL COCA COLA COCA COLA/VERDE,1,109.9,47.95,/  /,129.2
007345,BOLSA TRANSVERSAL COCA COLA COCA COLA /,1,119.9,50.65,30/01/24,136.72
007500,BOLSA TRANSVERSAL COCA COLA 0532 PRETO //,3,119.9,47.95,/  /,150.05
010387,BOLSA TRANSVERSAL MOLEKINHA ROSA TRADICIONAL,1,129.9,60.09,29/01/26,116.18
010388,BOLSA TRANSVERSAL MOLEKINHA ROSA BALLETE,1,129.9,60.09,29/01/26,116.18
010379,BONECA DOCE BRINQUEDO POLY ROSA POL,1,22.0,11.98,28/01/26,83.64
006744,BOTA COTURNO BEIRA RIO 9077.202 BNF PRETO 01,2,239.9,114.32,17/07/25,109.85
008337,BOTA COTURNO MOLEKINHA 2164.136 15745,1,189.9,82.4,18/07/25,130.46
007902,BOTA COTURNO VIA MARTE 004.001 MARTE 01 PRETO,1,229.9,103.99,18/07/25,121.08
008312,BOTA MODARE 7078.107 ITALIA NAPA 15745.MOD/PRETO,1,239.9,113.9,18/07/25,110.62
007904,BOTA MOLECA 5338.103 BERLIM ELA 1034 PRETO,1,229.9,105.72,18/07/25,117.46
009489,BOTA MOLECA 5349.101 NP GENEBRA CACAU 1249,1,219.9,96.85,18/07/25,127.05
008064,BOTA MOLEKINHA 2126.522 NP 15745 BTA  PRETO,2,139.9,62.45,18/07/25,124.02
009544,BOTA MOLEKINHA 2126.526 BERLIM 100196 AVELA 1248,3,119.9,53.04,18/07/25,126.06
010547,BOTA MOLEKINHA 2126.534 MILANO 15745 PRETO BB,6,139.9,65.63,24/04/26,113.16
008191,BOTA MOLEKINHA 2164.132 MAX GLIT 15787 BTM PRETO,1,199.9,93.61,18/07/25,113.55
008336,BOTA MOLEKINHA 2164.137 B/MX 15787 MG/PRETO,2,179.9,77.77,18/07/25,131.32
010548,BOTA MOLEKINHA 2164.142 15745 PRETO MIL,5,179.99,85.14,24/04/26,111.4
008030,BOTA MOLEKINHA 2179.201 STRECH 9560 PRETO,1,199.9,92.65,/  /,115.76
009547,BOTA MOLEKINHA 2183.200 BERLIM K 100196 BER AVELA,4,159.9,70.98,18/07/25,125.27
009548,BOTA MOLEKINHA 2183.2012 BERLIM 15745 BER/C PRETO,10,179.9,80.04,18/07/25,124.76
009549,BOTA MOLEKINHA 2183.202 BELIM 15745BER/PRETO,3,179.9,81.01,18/07/25,122.07
009545,BOTA MOLEKINHA 2184.103BER/MILA 15745 PRETO BOT,3,139.9,62.29,18/07/25,124.59
010546,BOTA MOLEKINHA 2184.105 BELIM 83802 PRETO/PRETO,7,139.99,65.63,24/04/26,113.3
009415,CADARÇO TENIS OLIVER BRANCO CADARÇO BRANCO,16,7.99,3.0,17/12/25,166.33
009413,CADARÇO TENIS OLIVER PRETO CADARÇO PRETO,7,7.99,3.5,18/02/25,128.29
009414,CALCANHEIRA OLIVER ANTI IMPACTO SILICONE ALTO,14,35.99,16.9,17/12/25,112.96
009408,CALCANHEIRA OLIVER ANTI IMPACTO SILICONE ANTI,8,27.99,12.9,18/02/25,116.98
009420,CALCANHEIRA OLIVER ANTI IMPACTO SILICONE AN,6,27.99,12.9,/  /,116.98
010343,CARDAÇO TENIS OLIVER CADARÇO CADARÇO,8,7.99,3.5,17/12/25,128.29
006134,CARRINHO MAISTO UND MAISTO SORTIDO,152,18.0,8.94,16/12/25,101.34
006092,CARRO HOT WHEELS SORTIDO UND SORTIDO HOTWHEELS,558,22.0,14.72,28/01/26,49.46
010370,CARROS HOTWHEELS SORTIDOS SORTIDO DUO,12,42.0,26.89,15/01/26,56.19
010228,CARTEIRA LA COURO 2004C2P 2004C2P CAFE,2,99.9,42.9,06/11/25,132.87
010229,CARTEIRA LA COURO 2004C2P 2004C2P PRETO,3,99.9,42.9,06/11/25,132.87
009221,CARTEIRA LA COURO 2005 CONFORT 2005 PRETO,1,109.9,47.5,/  /,131.37
009206,CARTEIRA LA COURO 2005 FÓSSIL 2005 HAVANA,2,109.9,47.5,26/10/24,131.37
010230,CARTEIRA LA COURO 2503 CONFORT 2503 CAFE,2,99.9,42.9,06/11/25,132.87
010231,CARTEIRA LA COURO 2503 CONFORT 2503 PRETO,3,99.9,42.9,06/11/25,132.87
010234,CARTEIRA LA COURO 3052 CONFORT 3052 PRETO,3,99.9,39.9,06/11/25,150.38
010232,CARTEIRA LA COURO 3052 FOSSIL 3052 CARAMELO,3,99.9,39.9,06/11/25,150.38
010233,CARTEIRA LA COURO 3052 FOSSIL 3052 CAFE,2,99.9,39.9,06/11/25,150.38
010235,CARTEIRA LA COURO 3061A CONFORT 3061A CAFE,3,119.9,55.9,06/11/25,114.49
010237,CARTEIRA LA COURO 3061A CONFORT 3061A PRETO,3,119.9,55.9,06/11/25,114.49
006016,CARTEIRA LA COURO 3061 CONFORT 3061 PRETO,1,109.9,49.0,/  /,124.29
009214,CARTEIRA LA COURO 3061 FÓSSIL 3061 WHISKY,1,109.9,49.5,/  /,122.02
009208,CARTEIRA LA COURO 3064Z FÓSSIL 3064Z HAVANA,2,109.9,49.5,26/10/24,122.02
009213,CARTEIRA LA COURO 3064Z FÓSSIL 3064Z WHISKY,1,109.9,49.5,/  /,122.02
010240,CARTEIRA LA COURO 3073 CONFORT 3073 CAFE CONF,1,119.9,55.9,06/11/25,114.49
010239,CARTEIRA LA COURO 3073 CONFORT 3073 PRETO,2,119.9,55.9,06/11/25,114.49
010238,CARTEIRA LA COURO 3073 FOSSIL 3073 CAFE,3,119.9,55.9,06/11/25,114.49
010241,CARTEIRA LA COURO 3074 FOSSIL 3074 CAFE,2,119.9,56.9,06/11/25,110.72
010254,CARTEIRA PEGADA 3726-42 ZIPER ANILINA SOFT,13,159.99,76.72,17/11/25,108.54
010255,CARTEIRA PEGADA 3728-03 ZIPER FLOTHER PRETO,11,159.99,66.82,17/11/25,139.43
004820,CHAVEIRO MOLECA 59000.2 CORRENTE 59000.2,5,26.9,17.12,/  /,57.13
010576,CHINELO BABY DEDO HAVAIANAS BLG CORAL/ROSA,11,49.99,20.99,08/05/26,138.16
010574,CHINELO BABY DEDO HAVAIANAS BLOG,3,49.99,20.99,08/05/26,138.16
010575,CHINELO BABY DEDO HAVAIANAS BLG AZUL NAVAL,6,49.99,20.99,08/05/26,138.16
010561,CHINELO BABY DEDO IPANEMA 27046 AL738 AZUL/BRANCO,17,34.99,14.77,05/05/26,136.9
010562,CHINELO BABY DEDO IPANEMA 27046 CB200 ROSA CLARO,20,34.99,14.77,05/05/26,136.9
010563,CHINELO BABY DEDO IPANEMA 27247 CC568 AZUL/MARROM,42,39.99,17.23,05/05/26,132.1
009460,CHINELO BOAONDA 1319.1000 LILLY 001PRETO/PRETO131,29,89.9,42.01,26/05/26,114.0
010612,CHINELO BOAONDA 1319.1000 LILY 018,8,89.9,42.01,26/05/26,114.0
010394,CHINELO BOAONDA 1319.1000 LILY 004,8,89.9,41.4,03/02/26,117.15
009078,CHINELO BOAONDA 1319 LILLY  250-002,17,99.9,46.58,03/02/26,114.47
009188,CHINELO BOAONDA 1319 LILLY 250-001,28,99.9,46.58,03/02/26,114.47
009052,CHINELO BOAONDA 1319 LILY / 002 - ACAI,1,79.9,35.23,/  /,126.8
010218,CHINELO BOAONDA 1319 LILY FLORAL 003 CALENA/FLORAL,5,99.9,46.58,03/02/26,114.47
010217,CHINELO BOAONDA 1319 LILY  002,2,99.9,42.01,03/11/25,137.8
001636,CHINELO BOAONDA LILY MASCULINO 1319 LIL,2,79.99,35.23,/  /,127.05
008448,CHINELO CARTAGO 10738 DAKAR A0575 DAK,19,42.99,19.17,08/05/24,124.26
006897,CHINELO CARTAGO 11729 MONTREAL AY674 PRETO/PRETO,1,52.99,30.25,19/04/24,75.17
008847,CHINELO CARTAGO 11840 ATLANTA AJ521C/ATL,44,44.99,19.69,18/05/26,128.49
008848,CHINELO CARTAGO 11840 ATLANTA AS401C/ATL,52,44.99,19.38,19/12/25,132.15
009843,CHINELO CARTAGO 11859 ALABAMA 1 BI911,58,69.99,29.53,05/05/26,137.01
009631,CHINELO CARTAGO 11859 ALABAMA 1 PRETO/CASTO,30,69.99,29.53,05/05/26,137.01
008689,CHINELO CARTAGO 11903 MAIORCA BC149 CINZA/PRETO,2,49.99,23.96,02/09/24,108.64
010273,CHINELO CARTAGO 12339 NAPOLES IV BS187 CINZA/AZUL,3,109.99,51.38,25/11/25,114.07
009790,CHINELO CARTAGO 12516 ASPEN BN921,35,59.99,29.69,17/06/25,102.05
009789,CHINELO CARTAGO 12516 ASPEN BN920,9,59.99,29.69,17/06/25,102.05
010532,CHINELO CARTAGO 12612 BELGRADO BW139 PRETO/PRETO,38,79.9,34.46,23/04/26,131.86
010531,CHINELO CARTAGO 12612 BELGRADO BW135,46,79.9,34.46,23/04/26,131.86
010355,CHINELO CARTAGO 12620 MALTA VII BW847,22,89.99,39.38,18/05/26,128.52
010446,CHINELO CARTAGO 12625 PALERMO BX804 PRETO/PRETO,137,52.99,24.61,23/04/26,115.32
010529,CHINELO CARTAGO 12640 DURBAN BY989,36,56.9,24.61,23/04/26,131.21
010528,CHINELO CARTAGO 12640 DURBAN BY985 PRETO/BEGE,23,56.99,24.61,23/04/26,131.57
010514,CHINELO CARTAGO 12643 MONTERREY BY991,18,46.9,19.69,11/05/26,138.19
010515,CHINELO CARTAGO 12643 MONTERREY BY992 PRETO/PRETO,15,46.9,19.69,23/04/26,138.19
008335,CHINELO COURO PEGADA 130641 641-02 ANILINA,6,149.9,67.42,16/08/25,122.34
008350,CHINELO COURO PEGADA 131221 221-01 ANILINA,1,129.9,62.01,25/06/25,109.48
008324,CHINELO COURO PEGADA 131663 663-03 ANILINA,34,179.99,86.28,19/06/26,108.61
008331,CHINELO COURO PEGADA 132232 232-01 ANILINA,5,149.9,66.78,16/08/25,124.47
008322,CHINELO COURO PEGADA 133155 155-02 ANILINA,1,179.9,81.51,26/06/25,120.71
009863,CHINELO COURO PEGADA 134501 03 PRETO,2,179.9,81.83,26/06/25,119.85
009681,CHINELO COURO PEGADA 134501 134501-02 CRAVO,5,179.9,76.04,12/05/25,136.59
009271,CHINELO COURO PEGADA 134501 134501-01 PINHAO,4,179.9,81.83,26/06/25,119.85
008362,CHINELO COURO PLUS SIZE PEGADA 641-04 ANILINA,1,229.9,89.7,/  /,156.3
008363,CHINELO COURO PLUS SIZE PEGADA 641-02 ANILINA,4,229.9,110.24,15/08/25,108.54
010332,CHINELO COURO PLUS SIZE PEGADA CRAVO,13,199.9,100.17,11/12/25,99.56
010333,CHINELO COURO PLUS SIZE PEGADA CRAVO 24L,18,169.99,81.51,11/12/25,108.55
010686,CHINELO CUSTOMIZADO HAVAIANAS PRETO PIERC,26,73.99,30.58,/  /,141.96
010668,CHINELO CUSTOMIZADO HAVAIANAS 0001 BRANCO,32,73.99,30.58,/  /,141.96
010667,CHINELO CUSTOMIZADO HAVAIANAS CUST ROSE GOLD,26,73.99,30.58,/  /,141.96
010669,CHINELO CUSTOMIZADO HAVAIANAS 36457  AMARELO,25,73.99,30.58,/  /,141.96
010670,CHINELO CUSTOMIZADO HAVAIANAS 2711 AZUL NAVAL,32,73.99,30.58,/  /,141.96
010672,CHINELO CUSTOMIZADO HAVAIANAS 9999 PRETO PIERC,32,73.99,30.58,/  /,141.96
010671,CHINELO CUSTOMIZADO HAVAIANAS 0727 CAFE PIERC,26,73.99,30.58,/  /,141.96
010582,CHINELO DEDO BEIRA RIO 8449.326 78313 AZUL,12,42.99,20.28,09/05/26,111.98
010581,CHINELO DEDO BEIRA RIO 8449.326 109885,11,42.99,20.28,09/05/26,111.98
007899,CHINELO DEDO BOAONDA 6720.1319 7342,2,89.9,42.01,/  /,114.0
006557,CHINELO DEDO CARTAGO 10954 21838 M,13,104.99,51.38,04/12/25,104.34
006633,CHINELO DEDO CARTAGO 11591 PARIS 21929 CP,6,64.9,32.3,07/12/23,100.93
009375,CHINELO DEDO CARTAGO 11729 BI162,14,52.99,25.68,26/11/25,106.35
009376,CHINELO DEDO CARTAGO 11729 BI163 PRETO/PRETO,9,52.99,25.68,26/11/25,106.35
009654,CHINELO DEDO CARTAGO 12158 BM371,6,74.99,35.96,19/12/25,108.54
010352,CHINELO DEDO CARTAGO 12158 BS786,18,79.99,34.46,05/05/26,132.12
009653,CHINELO DEDO CARTAGO 12158 BM370 BEGE/MARROM,63,79.99,34.46,05/05/26,132.12
009883,CHINELO DEDO CARTAGO 12308 BO974,5,84.99,41.97,11/05/26,102.5
009344,CHINELO DEDO CARTAGO 12390 BD152,4,94.99,45.72,01/12/25,107.76
009373,CHINELO DEDO CARTAGO 12397 BE705,1,54.99,26.36,08/04/25,108.61
009374,CHINELO DEDO CARTAGO 12397 BE706 CINZA/AZUL,7,55.99,27.94,08/04/25,100.39
009316,CHINELO DEDO CARTAGO 12432 AY837 PRETO/BEGE,38,42.99,20.98,17/06/25,104.91
009791,CHINELO DEDO CARTAGO 12432 AY832 MARROM/BEGE,67,42.99,19.79,17/06/25,117.23
009797,CHINELO DEDO CARTAGO 12525 FIJI BQ134 MARROM,6,99.9,51.38,12/09/25,94.43
010558,CHINELO DEDO CARTAGO 12632 BZ375 VERDE/BEGE,55,109.9,49.24,05/05/26,123.19
010559,CHINELO DEDO CARTAGO 12632 CB153 BEGE/MARROM,55,109.9,49.24,05/05/26,123.19
010713,CHINELO DEDO FEMININO HAVAIANAS 1069 PRETO/PRETO,24,79.99,36.72,24/06/26,117.84
010710,CHINELO DEDO FEMININO HAVAIANAS 4252 CAFE/FOGO,12,83.99,41.87,24/06/26,100.6
010716,CHINELO DEDO FEMININO HAVAIANAS 76 ROSA BALLET,12,76.99,36.63,24/06/26,110.18
010717,CHINELO DEDO FEMININO HAVAIANAS 154 AREIA,12,79.9,36.63,24/06/26,118.13
010708,CHINELO DEDO FEMININO HAVAIANAS 8342 BEGE/ROSA,12,54.99,26.17,24/06/26,110.13
009837,CHINELO DEDO HAVAIANAS BABY B. BUTTERCREAM,2,54.99,30.8,16/12/25,78.54
009836,CHINELO DEDO HAVAIANAS BABY AZUL/AZUL,10,54.99,23.99,08/05/26,129.22
010673,CHINELO DEDO HAVAIANAS BRASIL 1288 AMARELO POP,89,64.99,30.17,11/06/26,115.41
010367,CHINELO DEDO HAVAIANAS BRASIL MARINHO BR,58,64.99,27.99,28/05/26,132.19
008658,CHINELO DEDO HAVAIANAS DUAL VERDE,1,83.99,36.63,11/03/25,129.29
006399,CHINELO DEDO HAVAIANAS DUAL DUAL PRETO/CINZA,13,83.99,36.63,11/03/25,129.29
006395,CHINELO DEDO HAVAIANAS DUAL DUAL BRANCO CINZA,28,83.99,41.97,10/03/26,100.12
010037,CHINELO DEDO HAVAIANAS DUAL VERDE OLIVE/VERDE,22,83.99,43.03,09/04/26,95.19
010036,CHINELO DEDO HAVAIANAS DUAL MARINHO/ CINZA,59,83.99,43.91,25/03/26,91.28
008846,CHINELO DEDO HAVAIANAS ELEGANCE EL/LIS ROSA,3,32.99,15.7,01/12/25,110.13
006293,CHINELO DEDO HAVAIANAS ELEGANCE ELEGANCE LISO,14,32.99,14.81,01/12/25,122.75
009841,CHINELO DEDO HAVAIANAS FANTASIA FANT ROSA BALLET,16,34.99,15.99,08/05/26,118.82
009842,CHINELO DEDO HAVAIANAS FANTASIA FANT BEGE PALHA,30,34.99,15.99,08/05/26,118.82
006373,CHINELO DEDO HAVAIANAS FLAT LISO  FLAT LISO/PAU,2,27.99,12.65,15/07/25,121.26
007699,CHINELO DEDO HAVAIANAS H.KT H.KT/,1,59.9,32.58,21/05/24,83.86
009104,CHINELO DEDO HAVAIANAS H.STAR STAR-BRANCO/PRETO,7,79.99,40.27,14/04/25,98.63
009859,CHINELO DEDO HAVAIANAS KIDS ATH AZUL/AZUL,4,49.99,18.97,10/03/26,163.52
009870,CHINELO DEDO HAVAIANAS KIDS ATHL CINZA ACO,11,49.99,18.22,22/04/26,174.37
